PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
KY,b,1960-1964,0,0.02775,0.02710,0.13,100000,2710,97629,6977889,69.78
KY,b,1960-1964,1-4,0.00113,0.00449,1.53,97290,437,388083,6880260,70.72
KY,b,1960-1964,5-9,0.00048,0.00242,2.28,96853,234,483629,6492177,67.03
KY,b,1960-1964,10-14,0.00049,0.00242,2.7,96619,234,482557,6008547,62.19
KY,b,1960-1964,15-19,0.00105,0.00524,2.76,96385,505,480794,5525990,57.33
KY,b,1960-1964,20-24,0.00133,0.00662,2.58,95880,635,477863,5045197,52.62
KY,b,1960-1964,25-29,0.00147,0.00733,2.5,95245,698,474481,4567334,47.95
KY,b,1960-1964,30-34,0.00183,0.00910,2.66,94547,861,470720,4092853,43.29
KY,b,1960-1964,35-39,0.00269,0.01336,2.66,93686,1252,465497,3622133,38.66
KY,b,1960-1964,40-44,0.00399,0.01974,2.69,92435,1825,457950,3156636,34.15
KY,b,1960-1964,45-49,0.00608,0.02999,2.68,90609,2718,446754,2698686,29.78
KY,b,1960-1964,50-54,0.00920,0.04501,2.66,87892,3956,430197,2251932,25.62
KY,b,1960-1964,55-59,0.01363,0.06600,2.64,83936,5540,406577,1821735,21.70
KY,b,1960-1964,60-64,0.01986,0.09484,2.64,78396,7435,374422,1415157,18.05
KY,b,1960-1964,65-69,0.03014,0.14047,2.58,70960,9968,330688,1040736,14.67
KY,b,1960-1964,70-74,0.04550,0.20493,2.58,60993,12499,274735,710048,11.64
KY,b,1960-1964,75-79,0.06850,0.29318,2.54,48493,14217,207561,435313,8.98
KY,b,1960-1964,80-84,0.11179,0.43644,2.49,34276,14959,133819,227752,6.64
KY,b,1960-1964,85-89,0.17461,0.59293,2.29,19317,11453,65595,93933,4.86
KY,b,1960-1964,90-94,0.25429,0.73503,2.13,7863,5780,22729,28338,3.60
KY,b,1960-1964,95-99,0.35673,0.84886,1.91,2084,1769,4958,5610,2.69
KY,b,1960-1964,100-104,0.47526,0.92162,1.68,315,290,611,652,2.07
KY,b,1960-1964,105-109,0.59760,0.96037,1.47,25,24,40,41,1.66
KY,b,1960-1964,110+,0.69394,1.00000,1.44,1,1,1,1,1.44
KY,b,1965-1969,0,0.02366,0.02317,0.11,100000,2317,97947,7002168,70.02
KY,b,1965-1969,1-4,0.00092,0.00368,1.68,97683,359,389898,6904222,70.68
KY,b,1965-1969,5-9,0.00048,0.00240,2.35,97323,234,485998,6514324,66.93
KY,b,1965-1969,10-14,0.00044,0.00218,2.77,97090,211,484979,6028326,62.09
KY,b,1965-1969,15-19,0.00121,0.00604,2.79,96879,585,483104,5543347,57.22
KY,b,1965-1969,20-24,0.00142,0.00710,2.51,96294,684,479769,5060244,52.55
KY,b,1965-1969,25-29,0.00152,0.00757,2.61,95610,724,476318,4580475,47.91
KY,b,1965-1969,30-34,0.00182,0.00907,2.68,94886,861,472430,4104157,43.25
KY,b,1965-1969,35-39,0.00261,0.01298,2.7,94025,1220,467314,3631726,38.63
KY,b,1965-1969,40-44,0.00417,0.02066,2.69,92805,1918,459594,3164412,34.10
KY,b,1965-1969,45-49,0.00640,0.03155,2.67,90887,2867,447768,2704819,29.76
KY,b,1965-1969,50-54,0.00935,0.04573,2.66,88020,4026,430683,2257051,25.64
KY,b,1965-1969,55-59,0.01363,0.06602,2.63,83995,5546,406806,1826368,21.74
KY,b,1965-1969,60-64,0.02003,0.09558,2.61,78449,7498,374355,1419562,18.10
KY,b,1965-1969,65-69,0.02972,0.13869,2.6,70951,9840,331122,1045207,14.73
KY,b,1965-1969,70-74,0.04495,0.20291,2.61,61110,12400,275866,714085,11.69
KY,b,1965-1969,75-79,0.06930,0.29572,2.52,48710,14404,207865,438219,9.00
KY,b,1965-1969,80-84,0.10944,0.42924,2.49,34306,14725,134550,230354,6.71
KY,b,1965-1969,85-89,0.17283,0.59156,2.33,19581,11583,67020,95804,4.89
KY,b,1965-1969,90-94,0.25377,0.73576,2.14,7997,5884,23186,28784,3.60
KY,b,1965-1969,95-99,0.36282,0.85450,1.9,2113,1806,4977,5598,2.65
KY,b,1965-1969,100-104,0.48768,0.92735,1.66,307,285,585,621,2.02
KY,b,1965-1969,105-109,0.61555,0.96443,1.44,22,22,35,36,1.62
KY,b,1965-1969,110+,0.71498,1.00000,1.4,1,1,1,1,1.40
KY,b,1970-1974,0,0.01838,0.01808,0.1,100000,1808,98372,7048498,70.48
KY,b,1970-1974,1-4,0.00087,0.00349,1.71,98192,342,391985,6950126,70.78
KY,b,1970-1974,5-9,0.00046,0.00229,2.27,97850,224,488635,6558141,67.02
KY,b,1970-1974,10-14,0.00043,0.00217,2.66,97625,212,487631,6069506,62.17
KY,b,1970-1974,15-19,0.00115,0.00575,2.79,97413,560,485830,5581875,57.30
KY,b,1970-1974,20-24,0.00139,0.00691,2.49,96853,669,482587,5096045,52.62
KY,b,1970-1974,25-29,0.00152,0.00759,2.56,96184,730,479137,4613457,47.96
KY,b,1970-1974,30-34,0.00183,0.00911,2.63,95454,870,475211,4134320,43.31
KY,b,1970-1974,35-39,0.00264,0.01313,2.65,94584,1242,469997,3659109,38.69
KY,b,1970-1974,40-44,0.00400,0.01983,2.69,93342,1851,462445,3189113,34.17
KY,b,1970-1974,45-49,0.00634,0.03124,2.68,91492,2858,450818,2726668,29.80
KY,b,1970-1974,50-54,0.00942,0.04608,2.62,88633,4084,433453,2275850,25.68
KY,b,1970-1974,55-59,0.01372,0.06647,2.64,84549,5620,409482,1842397,21.79
KY,b,1970-1974,60-64,0.02081,0.09913,2.62,78930,7824,376063,1432916,18.15
KY,b,1970-1974,65-69,0.02960,0.13809,2.57,71105,9819,331716,1056853,14.86
KY,b,1970-1974,70-74,0.04436,0.20044,2.6,61286,12285,276945,725137,11.83
KY,b,1970-1974,75-79,0.06804,0.29186,2.57,49002,14302,210201,448192,9.15
KY,b,1970-1974,80-84,0.10689,0.42140,2.49,34700,14623,136800,237991,6.86
KY,b,1970-1974,85-89,0.16542,0.57487,2.35,20078,11542,69774,101191,5.04
KY,b,1970-1974,90-94,0.24778,0.72519,2.14,8536,6190,24982,31417,3.68
KY,b,1970-1974,95-99,0.34913,0.84261,1.93,2346,1977,5661,6435,2.74
KY,b,1970-1974,100-104,0.46872,0.91889,1.69,369,339,724,774,2.10
KY,b,1970-1974,105-109,0.59313,0.95947,1.47,30,29,48,50,1.68
KY,b,1970-1974,110+,0.69138,1.00000,1.45,1,1,2,2,1.45
KY,b,1975-1979,0,0.01414,0.01396,0.09,100000,1396,98726,7222227,72.22
KY,b,1975-1979,1-4,0.00065,0.00258,1.59,98604,255,393803,7123501,72.24
KY,b,1975-1979,5-9,0.00037,0.00184,2.31,98350,181,491261,6729698,68.43
KY,b,1975-1979,10-14,0.00037,0.00184,2.74,98168,181,490433,6238437,63.55
KY,b,1975-1979,15-19,0.00108,0.00539,2.77,97988,529,488761,5748003,58.66
KY,b,1975-1979,20-24,0.00129,0.00644,2.47,97459,628,485707,5259242,53.96
KY,b,1975-1979,25-29,0.00128,0.00638,2.52,96831,618,482625,4773535,49.30
KY,b,1975-1979,30-34,0.00146,0.00726,2.65,96213,699,479422,4290910,44.60
